Región,Distrito,Municipio,Código Escuela,Nombre Escuela,Sub-grupo,Total de Graduados,Total en el Cohorte,Tasa de Graduación (%)
HUMACAO,CANOVANAS,LOIZA,36335,NUEVA SUPERIOR LOIZA,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,CANOVANAS,LOIZA,36335,NUEVA SUPERIOR LOIZA,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,CANOVANAS,LOIZA,36335,NUEVA SUPERIOR LOIZA,FEMENINO,72,81,88.88%
HUMACAO,CANOVANAS,LOIZA,36335,NUEVA SUPERIOR LOIZA,MASCULINO,59,72,81.94%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,TODOS LOS ESTUDIANTES,10,12,83.33%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,IMPEDIDOS,1,2,50%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,POR DEBAJO DEL NIVEL DE POBREZA,2,2,100%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,PUERTORRIQUEÑOS,10,12,83.33%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,FEMENINO,9,10,90%
HUMACAO,FAJARDO,CULEBRA,37507,ECOLÓGICA DE CULEBRAS,MASCULINO,1,2,50%
MAYAGUEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTINEZ,TODOS LOS ESTUDIANTES,0,37,0%
MAYAGUEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTINEZ,IMPEDIDOS,0,16,0%
MAYAGUEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTINEZ,POR DEBAJO DEL NIVEL DE POBREZA,0,32,0%
MAYAGUEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTINEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGUEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTINEZ,PUERTORRIQUEÑOS,0,36,0%
MAYAGUEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTINEZ,HISPANOS NO PUERTORRIQUEÑOS,0,1,0%
MAYAGUEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTINEZ,BLANCOS NO HISPANOS,0,0,0%
MAYAGUEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTINEZ,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTINEZ,FEMENINO,0,14,0%
MAYAGUEZ,AGUADILLA,AGUADA,40014,ARSENIO MARTINEZ,MASCULINO,0,23,0%
MAYAGUEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZALEZ,TODOS LOS ESTUDIANTES,317,357,88.79%
MAYAGUEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZALEZ,IMPEDIDOS,45,56,80.35%
MAYAGUEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZALEZ,POR DEBAJO DEL NIVEL DE POBREZA,217,253,85.77%
MAYAGUEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZALEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
MAYAGUEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZALEZ,PUERTORRIQUEÑOS,307,345,88.98%
MAYAGUEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZALEZ,HISPANOS NO PUERTORRIQUEÑOS,9,11,81.81%
MAYAGUEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZALEZ,BLANCOS NO HISPANOS,0,0,0%
MAYAGUEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZALEZ,OTRO ORIGEN ÉTNICO,1,1,100%
MAYAGUEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZALEZ,FEMENINO,161,185,87.02%
MAYAGUEZ,AGUADILLA,AGUADA,40022,SUPERIOR DR. CARLOS GONZALEZ,MASCULINO,156,172,90.69%
MAYAGUEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMIREZ DE ARELLANO (ESPECIALIZADA BILINGU),TODOS LOS ESTUDIANTES,48,52,92.3%
MAYAGUEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMIREZ DE ARELLANO (ESPECIALIZADA BILINGU),IMPEDIDOS,1,1,100%
MAYAGUEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMIREZ DE ARELLANO (ESPECIALIZADA BILINGU),POR DEBAJO DEL NIVEL DE POBREZA,22,24,91.66%
MAYAGUEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMIREZ DE ARELLANO (ESPECIALIZADA BILINGU),LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGUEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMIREZ DE ARELLANO (ESPECIALIZADA BILINGU),PUERTORRIQUEÑOS,47,51,92.15%
MAYAGUEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMIREZ DE ARELLANO (ESPECIALIZADA BILINGU),HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
MAYAGUEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMIREZ DE ARELLANO (ESPECIALIZADA BILINGU),BLANCOS NO HISPANOS,0,0,0%
MAYAGUEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMIREZ DE ARELLANO (ESPECIALIZADA BILINGU),OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMIREZ DE ARELLANO (ESPECIALIZADA BILINGU),FEMENINO,23,25,92%
MAYAGUEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMIREZ DE ARELLANO (ESPECIALIZADA BILINGU),MASCULINO,25,27,92.59%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,TODOS LOS ESTUDIANTES,143,202,70.79%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,IMPEDIDOS,24,44,54.54%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,POR DEBAJO DEL NIVEL DE POBREZA,81,117,69.23%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,PUERTORRIQUEÑOS,138,194,71.13%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,HISPANOS NO PUERTORRIQUEÑOS,5,8,62.5%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,BLANCOS NO HISPANOS,0,0,0%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,FEMENINO,72,101,71.28%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,MASCULINO,71,101,70.29%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42077,PEDRO PEREA FAJARDO,TODOS LOS ESTUDIANTES,240,345,69.56%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42077,PEDRO PEREA FAJARDO,IMPEDIDOS,54,89,60.67%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42077,PEDRO PEREA FAJARDO,POR DEBAJO DEL NIVEL DE POBREZA,175,257,68.09%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42077,PEDRO PEREA FAJARDO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,2,0%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42077,PEDRO PEREA FAJARDO,PUERTORRIQUEÑOS,234,336,69.64%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42077,PEDRO PEREA FAJARDO,HISPANOS NO PUERTORRIQUEÑOS,5,8,62.5%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42077,PEDRO PEREA FAJARDO,BLANCOS NO HISPANOS,1,1,100%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42077,PEDRO PEREA FAJARDO,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42077,PEDRO PEREA FAJARDO,FEMENINO,125,165,75.75%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42077,PEDRO PEREA FAJARDO,MASCULINO,115,180,63.88%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43315,LOLA RODRIGUEZ DE TIO,TODOS LOS ESTUDIANTES,178,250,71.2%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43315,LOLA RODRIGUEZ DE TIO,IMPEDIDOS,13,34,38.23%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43315,LOLA RODRIGUEZ DE TIO,POR DEBAJO DEL NIVEL DE POBREZA,110,159,69.18%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43315,LOLA RODRIGUEZ DE TIO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,1,0%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43315,LOLA RODRIGUEZ DE TIO,PUERTORRIQUEÑOS,177,249,71.08%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43315,LOLA RODRIGUEZ DE TIO,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43315,LOLA RODRIGUEZ DE TIO,BLANCOS NO HISPANOS,0,0,0%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43315,LOLA RODRIGUEZ DE TIO,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43315,LOLA RODRIGUEZ DE TIO,FEMENINO,117,151,77.48%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43315,LOLA RODRIGUEZ DE TIO,MASCULINO,61,99,61.61%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43406,LAURA MERCADO (ESPECIALIZADA),TODOS LOS ESTUDIANTES,31,41,75.6%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43406,LAURA MERCADO (ESPECIALIZADA),IMPEDIDOS,11,15,73.33%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43406,LAURA MERCADO (ESPECIALIZADA),POR DEBAJO DEL NIVEL DE POBREZA,24,33,72.72%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43406,LAURA MERCADO (ESPECIALIZADA),LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43406,LAURA MERCADO (ESPECIALIZADA),PUERTORRIQUEÑOS,30,40,75%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43406,LAURA MERCADO (ESPECIALIZADA),HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43406,LAURA MERCADO (ESPECIALIZADA),BLANCOS NO HISPANOS,0,0,0%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43406,LAURA MERCADO (ESPECIALIZADA),OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43406,LAURA MERCADO (ESPECIALIZADA),FEMENINO,10,14,71.42%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43406,LAURA MERCADO (ESPECIALIZADA),MASCULINO,21,27,77.77%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),TODOS LOS ESTUDIANTES,66,76,86.84%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),IMPEDIDOS,0,0,0%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),POR DEBAJO DEL NIVEL DE POBREZA,13,14,92.85%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),PUERTORRIQUEÑOS,65,75,86.66%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),BLANCOS NO HISPANOS,0,0,0%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),FEMENINO,38,43,88.37%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),MASCULINO,28,33,84.84%
MAYAGUEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,TODOS LOS ESTUDIANTES,41,77,53.24%
MAYAGUEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,IMPEDIDOS,12,30,40%
MAYAGUEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,POR DEBAJO DEL NIVEL DE POBREZA,34,62,54.83%
MAYAGUEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,2,0%
MAYAGUEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,PUERTORRIQUEÑOS,41,77,53.24%
MAYAGUEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
MAYAGUEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,BLANCOS NO HISPANOS,0,0,0%
MAYAGUEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,FEMENINO,16,33,48.48%
MAYAGUEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,MASCULINO,25,44,56.81%
MAYAGUEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRIGUEZ,TODOS LOS ESTUDIANTES,190,276,68.84%
MAYAGUEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRIGUEZ,IMPEDIDOS,27,56,48.21%
MAYAGUEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRIGUEZ,POR DEBAJO DEL NIVEL DE POBREZA,136,202,67.32%
MAYAGUEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRIGUEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGUEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRIGUEZ,PUERTORRIQUEÑOS,187,273,68.49%
MAYAGUEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRIGUEZ,HISPANOS NO PUERTORRIQUEÑOS,3,3,100%
MAYAGUEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRIGUEZ,BLANCOS NO HISPANOS,0,0,0%
MAYAGUEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRIGUEZ,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRIGUEZ,FEMENINO,111,157,70.7%
MAYAGUEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRIGUEZ,MASCULINO,79,119,66.38%
MAYAGUEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LOPEZ,TODOS LOS ESTUDIANTES,96,140,68.57%
MAYAGUEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LOPEZ,IMPEDIDOS,9,25,36%
MAYAGUEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LOPEZ,POR DEBAJO DEL NIVEL DE POBREZA,57,90,63.33%
MAYAGUEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LOPEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
MAYAGUEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LOPEZ,PUERTORRIQUEÑOS,96,140,68.57%
MAYAGUEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LOPEZ,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
MAYAGUEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LOPEZ,BLANCOS NO HISPANOS,0,0,0%
MAYAGUEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LOPEZ,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LOPEZ,FEMENINO,59,77,76.62%
MAYAGUEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LOPEZ,MASCULINO,37,63,58.73%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,46201,EMILIO SCHARON RODRIGUEZ,TODOS LOS ESTUDIANTES,33,47,70.21%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,46201,EMILIO SCHARON RODRIGUEZ,IMPEDIDOS,4,9,44.44%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,46201,EMILIO SCHARON RODRIGUEZ,POR DEBAJO DEL NIVEL DE POBREZA,20,30,66.66%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,46201,EMILIO SCHARON RODRIGUEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,46201,EMILIO SCHARON RODRIGUEZ,PUERTORRIQUEÑOS,33,47,70.21%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,46201,EMILIO SCHARON RODRIGUEZ,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,46201,EMILIO SCHARON RODRIGUEZ,BLANCOS NO HISPANOS,0,0,0%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,46201,EMILIO SCHARON RODRIGUEZ,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,46201,EMILIO SCHARON RODRIGUEZ,FEMENINO,17,22,77.27%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,46201,EMILIO SCHARON RODRIGUEZ,MASCULINO,16,25,64%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,46219,EVA Y PATRIA CUSTODIO,TODOS LOS ESTUDIANTES,59,79,74.68%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,46219,EVA Y PATRIA CUSTODIO,IMPEDIDOS,9,19,47.36%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,46219,EVA Y PATRIA CUSTODIO,POR DEBAJO DEL NIVEL DE POBREZA,47,63,74.6%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,46219,EVA Y PATRIA CUSTODIO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,46219,EVA Y PATRIA CUSTODIO,PUERTORRIQUEÑOS,59,78,75.64%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,46219,EVA Y PATRIA CUSTODIO,HISPANOS NO PUERTORRIQUEÑOS,0,1,0%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,46219,EVA Y PATRIA CUSTODIO,BLANCOS NO HISPANOS,0,0,0%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,46219,EVA Y PATRIA CUSTODIO,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,46219,EVA Y PATRIA CUSTODIO,FEMENINO,33,42,78.57%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,46219,EVA Y PATRIA CUSTODIO,MASCULINO,26,37,70.27%
MAYAGUEZ,SAN SEBASTIAN,MOCA,46334,MARCELINO RODRIGUEZ ROMAN,TODOS LOS ESTUDIANTES,53,85,62.35%
MAYAGUEZ,SAN SEBASTIAN,MOCA,46334,MARCELINO RODRIGUEZ ROMAN,IMPEDIDOS,4,12,33.33%
MAYAGUEZ,SAN SEBASTIAN,MOCA,46334,MARCELINO RODRIGUEZ ROMAN,POR DEBAJO DEL NIVEL DE POBREZA,42,65,64.61%
MAYAGUEZ,SAN SEBASTIAN,MOCA,46334,MARCELINO RODRIGUEZ ROMAN,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,1,0%
MAYAGUEZ,SAN SEBASTIAN,MOCA,46334,MARCELINO RODRIGUEZ ROMAN,PUERTORRIQUEÑOS,52,83,62.65%
MAYAGUEZ,SAN SEBASTIAN,MOCA,46334,MARCELINO RODRIGUEZ ROMAN,HISPANOS NO PUERTORRIQUEÑOS,1,2,50%
MAYAGUEZ,SAN SEBASTIAN,MOCA,46334,MARCELINO RODRIGUEZ ROMAN,BLANCOS NO HISPANOS,0,0,0%
MAYAGUEZ,SAN SEBASTIAN,MOCA,46334,MARCELINO RODRIGUEZ ROMAN,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,SAN SEBASTIAN,MOCA,46334,MARCELINO RODRIGUEZ ROMAN,FEMENINO,34,48,70.83%
MAYAGUEZ,SAN SEBASTIAN,MOCA,46334,MARCELINO RODRIGUEZ ROMAN,MASCULINO,19,37,51.35%
MAYAGUEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MARQUEZ,TODOS LOS ESTUDIANTES,137,198,69.19%
MAYAGUEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MARQUEZ,IMPEDIDOS,19,32,59.37%
MAYAGUEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MARQUEZ,POR DEBAJO DEL NIVEL DE POBREZA,100,144,69.44%
MAYAGUEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MARQUEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,2,50%
MAYAGUEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MARQUEZ,PUERTORRIQUEÑOS,129,188,68.61%
MAYAGUEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MARQUEZ,HISPANOS NO PUERTORRIQUEÑOS,8,10,80%
MAYAGUEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MARQUEZ,BLANCOS NO HISPANOS,0,0,0%
MAYAGUEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MARQUEZ,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MARQUEZ,FEMENINO,66,95,69.47%
MAYAGUEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MARQUEZ,MASCULINO,71,103,68.93%
MAYAGUEZ,CABO ROJO,CABO ROJO,46821,INES MARIA MENDOZA DE MUNOZ MARIN,TODOS LOS ESTUDIANTES,174,239,72.8%
MAYAGUEZ,CABO ROJO,CABO ROJO,46821,INES MARIA MENDOZA DE MUNOZ MARIN,IMPEDIDOS,19,34,55.88%
MAYAGUEZ,CABO ROJO,CABO ROJO,46821,INES MARIA MENDOZA DE MUNOZ MARIN,POR DEBAJO DEL NIVEL DE POBREZA,109,148,73.64%
MAYAGUEZ,CABO ROJO,CABO ROJO,46821,INES MARIA MENDOZA DE MUNOZ MARIN,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGUEZ,CABO ROJO,CABO ROJO,46821,INES MARIA MENDOZA DE MUNOZ MARIN,PUERTORRIQUEÑOS,174,237,73.41%
MAYAGUEZ,CABO ROJO,CABO ROJO,46821,INES MARIA MENDOZA DE MUNOZ MARIN,HISPANOS NO PUERTORRIQUEÑOS,0,2,0%
MAYAGUEZ,CABO ROJO,CABO ROJO,46821,INES MARIA MENDOZA DE MUNOZ MARIN,BLANCOS NO HISPANOS,0,0,0%
MAYAGUEZ,CABO ROJO,CABO ROJO,46821,INES MARIA MENDOZA DE MUNOZ MARIN,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,CABO ROJO,CABO ROJO,46821,INES MARIA MENDOZA DE MUNOZ MARIN,FEMENINO,101,127,79.52%
MAYAGUEZ,CABO ROJO,CABO ROJO,46821,INES MARIA MENDOZA DE MUNOZ MARIN,MASCULINO,73,112,65.17%
MAYAGUEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEON DE IRIZARRY,TODOS LOS ESTUDIANTES,128,164,78.04%
MAYAGUEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEON DE IRIZARRY,IMPEDIDOS,22,32,68.75%
MAYAGUEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEON DE IRIZARRY,POR DEBAJO DEL NIVEL DE POBREZA,84,107,78.5%
MAYAGUEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEON DE IRIZARRY,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
MAYAGUEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEON DE IRIZARRY,PUERTORRIQUEÑOS,125,160,78.12%
MAYAGUEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEON DE IRIZARRY,HISPANOS NO PUERTORRIQUEÑOS,2,3,66.66%
MAYAGUEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEON DE IRIZARRY,BLANCOS NO HISPANOS,1,1,100%
MAYAGUEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEON DE IRIZARRY,OTRO ORIGEN ÉTNICO,0,0,0%
MAYAGUEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEON DE IRIZARRY,FEMENINO,67,86,77.9%
MAYAGUEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEON DE IRIZARRY,MASCULINO,61,78,78.2%
MAYAGUEZ,AGUADILLA,AÑASCO,46995,LUIS MUÑOZ MARIN,TODOS LOS ESTUDIANTES,162,219,73.97%
MAYAGUEZ,AGUADILLA,AÑASCO,46995,LUIS MUÑOZ MARIN,IMPEDIDOS,30,44,68.18%
