Región,Distrito,Municipio Escolar,Código de la Escuela,Nombre Escuela,Matrícula M1,Matrícula M1 entre 5 y 17 años de edad,M1 entre 5 y 17 años de edad Bajo Nivel Pobreza,Porcentaje de Estudiantes Bajo el Nivel de Pobreza (BNP)
PONCE,PONCE,PONCE II,52449,PARCELAS MAGUEYES,154,149,125,83.89%
PONCE,PONCE,PONCE II,52456,FRANCISCO PARRA DUPERON,172,170,136,80%
PONCE,PONCE,PONCE II,52514,PONCE HIGH,1015,990,808,81.62%
PONCE,PONCE,PONCE II,52522,DR. RAFAEL PUJALS,390,390,345,88.46%
PONCE,PONCE,PONCE II,52548,RAMIRO COLON COLON,235,230,200,86.96%
PONCE,PONCE,PONCE II,52621,ISMAEL MALDONADO,270,270,242,89.63%
PONCE,PONCE,PONCE II,54247,LIBRADO NET,303,289,220,76.12%
PONCE,PONCE,PONCE II,54502,JOSEFINA BOYA LEON,419,404,283,70.05%
PONCE,PONCE,PONCE II,54940,ANDRES GRILLASCA,356,338,303,89.64%
PONCE,PONCE,PONCE II,54965,PARCELAS MARUENO,106,102,90,88.24%
PONCE,PONCE,PONCE II,55483,ANGELA CORDERO BERNARD,853,824,505,61.29%
PONCE,PONCE,PONCE II,56069,BETHSAIDA VELAZQUEZ ANDUJAR,296,285,227,79.65%
PONCE,PONCE,PONCE II,56085,INTERMEDIA  SOR ISOLINA FERRE (VILLA DEL CARMEN),420,415,325,78.31%
PONCE,PONCE,PONCE II,57018,AUREA E. RIVERA COLLAZO,313,302,218,72.19%
PONCE,PONCE,PONCE III,52050,FERNANDO LUIS MALAVE OLIVERA,543,518,447,86.29%
PONCE,PONCE,PONCE III,52076,DR. RAMON E. BETANCES,98,94,74,78.72%
PONCE,PONCE,PONCE III,52118,EDUARDO NEUMANN GANDIA,218,217,198,91.24%
PONCE,PONCE,PONCE III,52225,JAIME L. DREW,367,352,324,92.05%
PONCE,PONCE,PONCE III,52258,JUAN CUEVAS ABOY,342,329,270,82.07%
PONCE,PONCE,PONCE III,52340,LIZZIE GRAHAM,195,183,165,90.16%
PONCE,PONCE,PONCE III,52365,LUCY GRILLASCA,302,284,229,80.63%
PONCE,PONCE,PONCE III,52431,EUGENIO MARIA DE HOSTOS,173,163,159,97.55%
PONCE,PONCE,PONCE III,52464,JULIA CORDERO NEGRON,189,183,163,89.07%
PONCE,PONCE,PONCE III,52530,CARMEN MEDINA ANAYA,103,92,79,85.87%
PONCE,PONCE,PONCE III,52589,SEGUNDO RUIZ BELVIS,203,190,178,93.68%
PONCE,PONCE,PONCE III,52613,S. U. ROSARIO LATORRE MORALES,67,66,61,92.42%
PONCE,PONCE,PONCE III,52688,DR. PILA,515,504,416,82.54%
PONCE,PONCE,PONCE III,52696,BERNARDINO CORDERO BERNARD,659,643,504,78.38%
PONCE,PONCE,PONCE III,54866,DR. ALFREDO AGUAYO,130,130,126,96.92%
PONCE,PONCE,PONCE III,55475,JULIO ALVARADO,412,402,361,89.8%
PONCE,PONCE,PONCE III,56440,EUGENIO LECOMBE(INT. DELICIAS),525,510,423,82.94%
PONCE,PONCE,PONCE III,57182,CARMEN SOLA DE PEDREIRA,406,386,304,78.76%
PONCE,PONCE,PONCE III,57299,PEDRO ALBIZU CAMPOS,338,334,307,91.92%
PONCE,PONCE,PONCE III,58511,LILA MERCEDES MAYORAL WIRSHING,348,338,289,85.5%
PONCE,SANTA ISABEL,COAMO,50443,S. U. EUGENIO NAZARIO SOTO,278,271,210,77.49%
PONCE,SANTA ISABEL,COAMO,50468,RAMON JOSE DAVILA,653,621,404,65.06%
PONCE,SANTA ISABEL,COAMO,50492,BENJAMIN FRANKLIN,373,368,299,81.25%
PONCE,SANTA ISABEL,COAMO,50500,JOSE RAMON RODRIGUEZ,352,338,292,86.39%
PONCE,SANTA ISABEL,COAMO,50526,SUSANA RIVERA,381,364,235,64.56%
PONCE,SANTA ISABEL,COAMO,50542,PURIFICACION RODRIGUEZ,344,338,232,68.64%
PONCE,SANTA ISABEL,COAMO,50559,BENIGNA INES CARATINI ESPARRA,186,170,115,67.65%
PONCE,SANTA ISABEL,COAMO,50591,AURELIA QUINTERO LABOY,147,138,97,70.29%
PONCE,SANTA ISABEL,COAMO,50609,S. U. RIO JUEYES,330,318,234,73.58%
PONCE,SANTA ISABEL,COAMO,50617,RUFINO HUERTAS,192,184,119,64.67%
PONCE,SANTA ISABEL,COAMO,50633,S. U. ENRIQUE COLON,185,180,156,86.67%
PONCE,SANTA ISABEL,COAMO,50641,ANASTASIO SANTIAGO,117,107,76,71.03%
PONCE,SANTA ISABEL,COAMO,50658,HILDA RAQUEL MATEO (SANTA ANA),147,144,114,79.17%
PONCE,SANTA ISABEL,COAMO,50666,S. U. MANUEL CANDANEDO,201,195,160,82.05%
PONCE,SANTA ISABEL,COAMO,55350,FLORENCIO SANTIAGO,465,465,307,66.02%
PONCE,SANTA ISABEL,COAMO,56226,JOSE FELIPE ZAYAS,729,708,496,70.06%
PONCE,SANTA ISABEL,COAMO,57828,HERMINIO W. SANTAELLA,225,225,156,69.33%
PONCE,SANTA ISABEL,COAMO,58131,JOSE M ESPADA,382,371,292,78.71%
PONCE,SANTA ISABEL,COAMO,58248,SABINO RIVERA BERRIOS,121,111,89,80.18%
PONCE,SANTA ISABEL,JUANA DIAZ,51540,SANTIAGO COLLAZO PEREZ,207,207,156,75.36%
PONCE,SANTA ISABEL,JUANA DIAZ,51565,CARMEN FLORES,175,166,115,69.28%
PONCE,SANTA ISABEL,JUANA DIAZ,51581,FRANCISCO ZENON LAPORTE,155,141,89,63.12%
PONCE,SANTA ISABEL,JUANA DIAZ,51631,FELIPE COLON DIAZ,677,665,480,72.18%
PONCE,SANTA ISABEL,JUANA DIAZ,51656,RUTHFORD B HAYES,332,332,240,72.29%
PONCE,SANTA ISABEL,JUANA DIAZ,51680,JUANITA RIVERA,156,150,99,66%
PONCE,SANTA ISABEL,JUANA DIAZ,51698,LUIS LLORENS TORRES,576,565,385,68.14%
PONCE,SANTA ISABEL,JUANA DIAZ,51706,MANUEL FERNANDEZ JUNCOS ,341,308,242,78.57%
PONCE,SANTA ISABEL,JUANA DIAZ,51763,LUIS MUNOZ MARIN,240,236,184,77.97%
PONCE,SANTA ISABEL,JUANA DIAZ,51789,S. U. TOMAS CARRION MADURO,199,190,138,72.63%
PONCE,SANTA ISABEL,JUANA DIAZ,51797,S. U. ZOILO GRACIA,308,302,261,86.42%
PONCE,SANTA ISABEL,JUANA DIAZ,51813,INTERMEDIA SALVADOR BUSQUETS,210,210,179,85.24%
PONCE,SANTA ISABEL,JUANA DIAZ,54817,ROSA MARIA ZAMBRANA,93,84,57,67.86%
PONCE,SANTA ISABEL,JUANA DIAZ,54916,JOSE A. GONZALES,158,147,126,85.71%
PONCE,SANTA ISABEL,JUANA DIAZ,55731,JUAN SERAPIO MANGUAL,289,271,211,77.86%
PONCE,SANTA ISABEL,JUANA DIAZ,55889,PEDRO ALBIZU CAMPOS,305,268,205,76.49%
PONCE,SANTA ISABEL,JUANA DIAZ,56119,CARMEN BELEN VEIGA,569,551,366,66.42%
PONCE,SANTA ISABEL,JUANA DIAZ,57877,DR. MAXIMO DONOSO SANCHEZ,511,502,375,74.7%
PONCE,SANTA ISABEL,JUANA DIAZ,58172,PEDRO COLON SANTIAGO,477,463,368,79.48%
PONCE,SANTA ISABEL,JUANA DIAZ,58255,FRANCISCO PRADO PICART,315,298,237,79.53%
PONCE,SANTA ISABEL,SANTA ISABEL,52944,MARTIN G. BRUMBAUGH,135,127,123,96.85%
PONCE,SANTA ISABEL,SANTA ISABEL,52969,APOLONIA VALENTIN    (FELICIA),183,151,81,53.64%
PONCE,SANTA ISABEL,SANTA ISABEL,52985,ANA VALLDEJULY (JAUCA),177,165,125,75.76%
PONCE,SANTA ISABEL,SANTA ISABEL,52993,JOHN F. KENNEDY,168,168,138,82.14%
PONCE,SANTA ISABEL,SANTA ISABEL,53009,MANUEL MARTIN MONSERRATE,476,472,393,83.26%
PONCE,SANTA ISABEL,SANTA ISABEL,53017,FELICITA OLIVIERI SANTINI (OLLAS),87,78,66,84.62%
PONCE,SANTA ISABEL,SANTA ISABEL,53025,ESTHER RIVERA(PASO SECO),220,212,152,71.7%
PONCE,SANTA ISABEL,SANTA ISABEL,53033,EMILIO CASAS (PEÑUELAS),100,92,65,70.65%
PONCE,SANTA ISABEL,SANTA ISABEL,53041,PLAYA,85,81,58,71.6%
PONCE,SANTA ISABEL,SANTA ISABEL,53058,S. U. PLAYITA DE CORTADA,367,352,274,77.84%
PONCE,SANTA ISABEL,SANTA ISABEL,53066,ANA L ROSA TRICOCHE (VELAZQUEZ),135,119,92,77.31%
PONCE,SANTA ISABEL,SANTA ISABEL,57703,ELVIRA M. COLON NEGRON,570,554,451,81.41%
PONCE,SANTA ISABEL,VILLALBA,53090,JOHNNY E. LABOY,148,140,102,72.86%
PONCE,SANTA ISABEL,VILLALBA,53116,ELADIA CORREA MORALES (CERRO GORDO),85,80,63,78.75%
PONCE,SANTA ISABEL,VILLALBA,53132,S. U. ALFREDO BOCACHICA,459,449,354,78.84%
PONCE,SANTA ISABEL,VILLALBA,53140,S. U. HATILLO,406,390,310,79.49%
PONCE,SANTA ISABEL,VILLALBA,53157,ELADIO ROSA ROMERO,212,182,125,68.68%
PONCE,SANTA ISABEL,VILLALBA,53173,S. U. JOSE GONZALEZ GINORIO,296,293,195,66.55%
PONCE,SANTA ISABEL,VILLALBA,53199,LIMON,92,86,63,73.26%
PONCE,SANTA ISABEL,VILLALBA,53215,AUREA GINESTRE,97,86,65,75.58%
PONCE,SANTA ISABEL,VILLALBA,53256,FRANCISCO ZAYAS SANTANA,441,434,267,61.52%
PONCE,SANTA ISABEL,VILLALBA,53280,WALTER MCJONES,501,473,387,81.82%
PONCE,SANTA ISABEL,VILLALBA,56077,NORMA I. TORRES COLON,245,245,196,80%
PONCE,SANTA ISABEL,VILLALBA,58180,LYSANDER BORRERO TERRY,905,892,570,63.9%
PONCE,SANTA ISABEL,VILLALBA,58263,DANIEL SERRANO RIVERA,417,407,255,62.65%
PONCE,SANTA ISABEL,VILLALBA,58495,RAMON LOPEZ BERRIOS,178,165,93,56.36%
PONCE,SANTA ISABEL,VILLALBA,58503,SUPERIOR NUEVA,281,277,196,70.76%
PONCE,UTUADO,ADJUNTAS,50104,FRANCISCO PIETRI MARIANI,101,96,82,85.42%
PONCE,UTUADO,ADJUNTAS,50179,JOSE PILAR GONZALEZ,148,148,116,78.38%
PONCE,UTUADO,ADJUNTAS,50187,JUAN GARRASTEGUI,137,124,102,82.26%
PONCE,UTUADO,ADJUNTAS,50229,S. U. HECTOR I. RIVERA,176,174,152,87.36%
PONCE,UTUADO,ADJUNTAS,50252,DOMINGO MASSOL,127,122,110,90.16%
PONCE,UTUADO,ADJUNTAS,50260,ANGEL A. MALDONADO,109,100,90,90%
PONCE,UTUADO,ADJUNTAS,50286,TELESFORO VELEZ OLIVER,128,128,104,81.25%
PONCE,UTUADO,ADJUNTAS,50294,JOSE EMILIO LUGO,556,528,407,77.08%
PONCE,UTUADO,ADJUNTAS,54551,RAFAEL APARICIO JIMENEZ,539,539,428,79.41%
PONCE,UTUADO,ADJUNTAS,54882,WASHINGTON IRVING,227,227,192,84.58%
PONCE,UTUADO,ADJUNTAS,58081,ELEMENTAL DOMINGO PIETRI RUIZ,224,213,162,76.06%
PONCE,UTUADO,JAYUYA,51342,ELEMENTAL  URBANA I(JAYUYA),265,233,167,71.67%
PONCE,UTUADO,JAYUYA,51367,AGUSTIN ORTIZ RIVERA,196,196,144,73.47%
PONCE,UTUADO,JAYUYA,51375,MIGUEL SASTRE OLIVER,172,136,101,74.26%
PONCE,UTUADO,JAYUYA,51425,RAFAEL MARTINEZ NADAL,144,134,101,75.37%
PONCE,UTUADO,JAYUYA,51433,S. U. NEMESIO R. CANALES,271,265,218,82.26%
PONCE,UTUADO,JAYUYA,51441,S. U. ANTONIO ROMERO MUÑIZ,260,253,215,84.98%
PONCE,UTUADO,JAYUYA,51458,S. U. ANTONIA SERRANO GONZALEZ,273,248,217,87.5%
PONCE,UTUADO,JAYUYA,51482,SAN PATRICIO,120,113,101,89.38%
PONCE,UTUADO,JAYUYA,51508,ANGELA CALVANI,214,213,160,75.12%
PONCE,UTUADO,JAYUYA,54619,JOSEFINA LEON ZAYAS,712,698,519,74.36%
PONCE,UTUADO,JAYUYA,58594,ADRIAN TORRES TORRES,401,393,281,71.5%
PONCE,UTUADO,UTUADO,12955,ANGELES EL CORCHO,114,108,83,76.85%
PONCE,UTUADO,UTUADO,13094,CARMEN APONTE SANTIAGO (CAYUCO),132,125,93,74.4%
PONCE,UTUADO,UTUADO,13144,FELIX SEIJO,184,167,137,82.04%
PONCE,UTUADO,UTUADO,13151,FRANCISCO RAMOS,646,645,507,78.6%
PONCE,UTUADO,UTUADO,13235,PASO PALMA I,86,76,71,93.42%
PONCE,UTUADO,UTUADO,13318,JOSE VIZCARRONDO (SU ANGELES),237,231,182,78.79%
PONCE,UTUADO,UTUADO,13326,S. U. FRANCISCO JORDAN,260,257,203,78.99%
PONCE,UTUADO,UTUADO,13334,S. U. MARTA LAFONTAINE,167,158,142,89.87%
PONCE,UTUADO,UTUADO,13342,ANTONIO TULLA TORRES,213,205,184,89.76%
PONCE,UTUADO,UTUADO,13359,INOCENCIO A. MONTERO,372,359,262,72.98%
PONCE,UTUADO,UTUADO,13375,ISABEL M. RIVERA,87,84,66,78.57%
PONCE,UTUADO,UTUADO,13391,BERNARDO GONZALEZ COLON,486,469,369,78.68%
PONCE,UTUADO,UTUADO,13425,LUIS MUÑOZ RIVERA,549,533,370,69.42%
PONCE,UTUADO,UTUADO,14373,MARIA LIBERTAD GOMEZ,149,149,139,93.29%
PONCE,UTUADO,UTUADO,16220,JUDITH A. VIVAS,472,451,333,73.84%
PONCE,UTUADO,UTUADO,17707,DR.EFRAIN GONZALEZ TEJERA,181,159,117,73.58%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,503,450,352,78.22%
PONCE,YAUCO,GUANICA,50682,MARIA DEL ROSARIO CRUZ,55,47,43,91.49%
PONCE,YAUCO,GUANICA,50690,ELSA COUTO ANNONI,145,139,101,72.66%
PONCE,YAUCO,GUANICA,50724,FRATERNIDAD,131,110,79,71.82%
PONCE,YAUCO,GUANICA,50740,AGRIPINA SEDA,353,350,308,88%
PONCE,YAUCO,GUANICA,50757,JOSE RODRIGUEZ DE SOTO,404,380,295,77.63%
PONCE,YAUCO,GUANICA,50765,OLGA EVANGELINA COLON (LA LUNA),189,180,133,73.89%
PONCE,YAUCO,GUANICA,50773,LUIS MUNOZ RIVERA,136,134,113,84.33%
PONCE,YAUCO,GUANICA,50781,MAGUEYES,119,95,77,81.05%
PONCE,YAUCO,GUANICA,50799,MARIA L MCDOUGALL,244,207,188,90.82%
PONCE,YAUCO,GUANICA,50815,CEFERINO COLON,118,115,94,81.74%
PONCE,YAUCO,GUANICA,50823,TERESITA NAZARIO SIURANO,268,268,186,69.4%
PONCE,YAUCO,GUANICA,57620,AUREA E. QUILES CLAUDIO,483,471,353,74.95%
PONCE,YAUCO,GUAYANILLA,51110,FRANCISCO RODRIGUEZ LOPEZ,261,259,199,76.83%
PONCE,YAUCO,GUAYANILLA,51151,CONSEJO,132,127,107,84.25%
PONCE,YAUCO,GUAYANILLA,51177,HIPOLITO GARCIA BORRERO,278,219,162,73.97%
PONCE,YAUCO,GUAYANILLA,51185,ARISTIDES CALES QUIROS,560,549,437,79.6%
PONCE,YAUCO,GUAYANILLA,51250,CONSUELO FELICIANO NEGRON,114,108,97,89.81%
PONCE,YAUCO,GUAYANILLA,51268,PADRE NAZARIO,123,115,94,81.74%
PONCE,YAUCO,GUAYANILLA,51276,ZOILO FERRERO,106,101,91,90.1%
PONCE,YAUCO,GUAYANILLA,51292,QUEBRADAS,195,189,144,76.19%
PONCE,YAUCO,GUAYANILLA,51334,DALILA TORRES,187,167,139,83.23%
PONCE,YAUCO,GUAYANILLA,57125,ASUNCION RODRIGUEZ DE SALA,553,536,368,68.66%
PONCE,YAUCO,GUAYANILLA,58164,S. U.  BO. MACANA,765,748,564,75.4%
PONCE,YAUCO,PEÑUELAS,51839,FELIPE QUINONES,106,94,83,88.3%
PONCE,YAUCO,PEÑUELAS,51862,ELEMENTAL WEBSTER,323,300,232,77.33%
PONCE,YAUCO,PEÑUELAS,51870,RAFAEL IRIZARRY,509,500,385,77%
PONCE,YAUCO,PEÑUELAS,51938,S. U. JORGE LUCAS,290,282,213,75.53%
PONCE,YAUCO,PEÑUELAS,51946,RAMON PEREZ PURCELL,322,306,262,85.62%
PONCE,YAUCO,PEÑUELAS,51953,ADOLFO GRANA RIVERA,281,281,230,81.85%
PONCE,YAUCO,PEÑUELAS,51961,TALLABOA ALTA I,106,93,85,91.4%
PONCE,YAUCO,PEÑUELAS,51979,TALLABOA PONIENTE,150,133,95,71.43%
PONCE,YAUCO,PEÑUELAS,54429,TALLABOA ALTA INTERMEDIA,248,248,212,85.48%
PONCE,YAUCO,PEÑUELAS,57323,MIGUEL GONZALEZ BAUZA,277,261,219,83.91%
PONCE,YAUCO,PEÑUELAS,57919,JOSEFA VELEZ BAUZA,685,668,499,74.7%
PONCE,YAUCO,PEÑUELAS,58107,ELEMENTAL TALLABOA ALTA,256,249,214,85.94%
PONCE,YAUCO,PEÑUELAS,58115,INTERMEDIA BARRIO SANTO DOMINGO,94,94,80,85.11%
PONCE,YAUCO,YAUCO,53314,TERESA SEMIDEI RODRIGUEZ,94,80,70,87.5%
PONCE,YAUCO,YAUCO,53322,ALMACIGO ALTO 1,109,103,75,72.82%
PONCE,YAUCO,YAUCO,53330,DORIS MARTINEZ (ALMACIGO ALTO 2),121,102,83,81.37%
PONCE,YAUCO,YAUCO,53355,ALMACIGO BAJO I  Y II,122,118,91,77.12%
PONCE,YAUCO,YAUCO,53363,ARTURO LLUBERAS,255,248,192,77.42%
PONCE,YAUCO,YAUCO,53447,PATRIA PEREZ,130,122,99,81.15%
PONCE,YAUCO,YAUCO,53470,ERNESTO RAMOS ANTONINI (ESPECIALIZADA BELLAS ART) ,381,374,194,51.87%
PONCE,YAUCO,YAUCO,53512,LUIS MUNOZ RIVERA,240,235,186,79.15%
PONCE,YAUCO,YAUCO,53579,LUIS A .FERRE AGUAYO (PALOMAS),145,128,103,80.47%
PONCE,YAUCO,YAUCO,53595,RAFAEL MARTINEZ NADAL,176,171,151,88.3%
PONCE,YAUCO,YAUCO,53603,ELVIRA VICENTE,410,410,312,76.1%
PONCE,YAUCO,YAUCO,53611,CARMEN ESPADA,63,56,50,89.29%
PONCE,YAUCO,YAUCO,53660,LENA M. FRANCESCH (RUBIAS KM. 25),114,112,109,97.32%
PONCE,YAUCO,YAUCO,53678,INTERMEDIA ANA M. NEGRON ,249,249,199,79.92%
PONCE,YAUCO,YAUCO,53686,S. U. JAIME CASTANER,248,244,212,86.89%
PONCE,YAUCO,YAUCO,53702,SANTIAGO NEGRONI,318,304,164,53.95%
PONCE,YAUCO,YAUCO,53710,SIERRA ALTA,65,61,53,86.89%
PONCE,YAUCO,YAUCO,53744,BENECIA VELEZ,181,175,136,77.71%
PONCE,YAUCO,YAUCO,54494,SANTA CATALINA,75,66,60,90.91%
PONCE,YAUCO,YAUCO,55244,SUPERIOR OCUP. Y TECNICA DE YAUCO,750,729,507,69.55%
PONCE,YAUCO,YAUCO,57000,JOSE O. TORRES FERMOSO,386,386,290,75.13%
PONCE,YAUCO,YAUCO,57331,INES MARIA MENDOZA,300,282,206,73.05%
PONCE,YAUCO,YAUCO,58099,PROFESORA LUISA MONSEGUR VELEZ,226,197,147,74.62%
PONCE,YAUCO,YAUCO,58305,LOAIZA CORDERO DE ROSARIO,619,590,455,77.12%
SAN JUAN,CAROLINA,CAROLINA I,60228,JESUS M. SUAREZ,134,127,103,81.1%
SAN JUAN,CAROLINA,CAROLINA I,60251,CACAO CENTRO,163,157,139,88.54%
SAN JUAN,CAROLINA,CAROLINA I,60277,JUANA RODRIQUEZ MUNDO,119,112,98,87.5%
SAN JUAN,CAROLINA,CAROLINA I,60285,AGUSTIN RODRIGUEZ HERNANDEZ,105,102,89,87.25%
SAN JUAN,CAROLINA,CAROLINA I,60293,DR. CLEMENTE FERNANDEZ,214,210,170,80.95%
SAN JUAN,CAROLINA,CAROLINA I,60327,DR. FACUNDO BUESO,315,314,276,87.9%
SAN JUAN,CAROLINA,CAROLINA I,60335,S. U. JESUS T. PINERO,436,419,352,84.01%
SAN JUAN,CAROLINA,CAROLINA I,60343,JOSE SEVERO QUINONES,508,481,397,82.54%
SAN JUAN,CAROLINA,CAROLINA I,60368,LUIS MUNOZ RIVERA,230,222,202,90.99%
SAN JUAN,CAROLINA,CAROLINA I,60392,CRUZ SALGUERO TORRES,279,264,206,78.03%
SAN JUAN,CAROLINA,CAROLINA I,60426,S. U. CARLOS CONDE MARIN,284,283,227,80.21%
SAN JUAN,CAROLINA,CAROLINA I,60442,SALVADOR BRAU INTERMEDIA,216,216,182,84.26%
SAN JUAN,CAROLINA,CAROLINA I,60459,PEDRO J. RODRIGUEZ OQUENDO,141,132,125,94.7%
SAN JUAN,CAROLINA,CAROLINA I,60475,SALVADOR BRAU ELEMENTAL,126,115,91,79.13%
SAN JUAN,CAROLINA,CAROLINA I,60905,LORENZO VIZCARRONDO,507,477,316,66.25%
SAN JUAN,CAROLINA,CAROLINA I,61853,ANGEL P. MILLAN ROHENA SUPERIOR,528,518,381,73.55%
SAN JUAN,CAROLINA,CAROLINA I,62182,FRANCISCO (PRISCO) FUENTES,364,361,266,73.68%
SAN JUAN,CAROLINA,CAROLINA I,64949,ROBERTO CLEMENTE,309,298,265,88.93%
SAN JUAN,CAROLINA,CAROLINA I,65367,MARTIN GONZALEZ,393,393,299,76.08%
SAN JUAN,CAROLINA,CAROLINA I,66480,PETRA ROMAN VIGO,225,219,203,92.69%
SAN JUAN,CAROLINA,CAROLINA I,68510,JUANA A MENDEZ(METROPOLIS),515,496,399,80.44%
SAN JUAN,CAROLINA,CAROLINA I,75986,INTERMEDIA NUEVO ENF ANGEL P. MILLAN ,459,459,405,88.24%
SAN JUAN,CAROLINA,CAROLINA II,60301,INTERMEDIA  EDUARDO J. SALDANA,194,191,164,85.86%
SAN JUAN,CAROLINA,CAROLINA II,60319,AMALIA EXPOSITO,349,322,274,85.09%
SAN JUAN,CAROLINA,CAROLINA II,60350,JULIA DE BURGOS,355,345,269,77.97%
SAN JUAN,CAROLINA,CAROLINA II,60400,PASCASIO P. SANCERRIT,390,371,327,88.14%
SAN JUAN,CAROLINA,CAROLINA II,60418,PEDRO MOCZO BANIET,356,355,291,81.97%
SAN JUAN,CAROLINA,CAROLINA II,60434,INES M. MENDOZA DE MUNOZ MARIN,176,165,157,95.15%
SAN JUAN,CAROLINA,CAROLINA II,62174,REV. FELIX CASTRO RODRIGUEZ,413,413,273,66.1%
SAN JUAN,CAROLINA,CAROLINA II,64956,MARIA TERESA SERRANO,392,377,299,79.31%
SAN JUAN,CAROLINA,CAROLINA II,65003,DR. JOSE M. LAZARO,504,484,347,71.69%
SAN JUAN,CAROLINA,CAROLINA II,65078,JESUS MARIA SANROMA,435,428,356,83.18%
SAN JUAN,CAROLINA,CAROLINA II,65268,DR. RAMON MELLADO PARSONS,172,162,148,91.36%
SAN JUAN,CAROLINA,CAROLINA II,65276,MARIA LOPEZ PONCE,318,302,249,82.45%
SAN JUAN,CAROLINA,CAROLINA II,65425,LUIS MUNOZ MARIN,253,239,231,96.65%
SAN JUAN,CAROLINA,CAROLINA II,65433,JESUS RIVERA BULTRON,208,208,180,86.54%
SAN JUAN,CAROLINA,CAROLINA II,65987,FRANCISCO MATIAS LUGO,583,550,381,69.27%
SAN JUAN,CAROLINA,CAROLINA II,65995,RENE MARQUES,510,505,361,71.49%
SAN JUAN,CAROLINA,CAROLINA II,66001,DR. MODESTO RIVERA RIVERA,327,322,242,75.16%
SAN JUAN,CAROLINA,CAROLINA II,66019,AGUSTIN CABRERA,335,335,250,74.63%
SAN JUAN,CAROLINA,CAROLINA II,66209,LUZ AMERICA CALDERON,490,479,320,66.81%
SAN JUAN,CAROLINA,CAROLINA II,66498,MANUEL FEBRES GONZALEZ,406,406,374,92.12%
SAN JUAN,CAROLINA,CAROLINA II,67660,LOLA RODRIGUEZ DE TIO,203,158,138,87.34%
SAN JUAN,CAROLINA,CAROLINA II,69930,GILBERTO CONCEPCION DE GRACIA,751,730,530,72.6%
SAN JUAN,GUAYNABO,GUAYNABO,75630,BETTY ROSADO DE VEGA,250,243,215,88.48%
SAN JUAN,GUAYNABO,GUAYNABO,75648,JUANILLO FUENTES,237,225,192,85.33%
SAN JUAN,GUAYNABO,GUAYNABO,75655,HATO NUEVO,118,118,105,88.98%
SAN JUAN,GUAYNABO,GUAYNABO,75663,JOSE DE DIEGO,155,143,113,79.02%
SAN JUAN,GUAYNABO,GUAYNABO,75671,ALEJANDRO CRUZ JR.,136,130,102,78.46%
SAN JUAN,GUAYNABO,GUAYNABO,75689,S.U. RAFAEL HERNANDEZ,183,178,145,81.46%
SAN JUAN,GUAYNABO,GUAYNABO,75697,JUAN ROMAN OCASIO,165,160,139,86.88%
SAN JUAN,GUAYNABO,GUAYNABO,75705,RAFAEL MARTINEZ NADAL,448,448,362,80.8%
SAN JUAN,GUAYNABO,GUAYNABO,75713,RAMON MARIN SOLA,432,414,350,84.54%
SAN JUAN,GUAYNABO,GUAYNABO,75739,ROSALINA C. MARTINEZ,346,337,306,90.8%
SAN JUAN,GUAYNABO,GUAYNABO,75747,MARIANO ABRIL ELEM.,236,229,195,85.15%
SAN JUAN,GUAYNABO,GUAYNABO,75770,SANTA ROSA III (ESPECIALIZADA MONTESORI),223,211,171,81.04%
SAN JUAN,GUAYNABO,GUAYNABO,75788,SANTIAGO IGLESIAS PANTIN,447,427,293,68.62%
SAN JUAN,GUAYNABO,GUAYNABO,75796,ESPERANZA LINARES,96,96,74,77.08%
SAN JUAN,GUAYNABO,GUAYNABO,75804,JUAN A. MIRANDA,496,495,390,78.79%
SAN JUAN,GUAYNABO,GUAYNABO,75812,JOSEFINA BARCELO,398,387,306,79.07%
SAN JUAN,GUAYNABO,GUAYNABO,75820,LUIS MUÑOZ RIVERA 2,194,194,177,91.24%
SAN JUAN,GUAYNABO,GUAYNABO,75838,MARGARITA JANER PALACIOS,777,742,569,76.68%
SAN JUAN,GUAYNABO,GUAYNABO,75846,LUIS MUÑOZ RIVERA 1,226,210,168,80%
SAN JUAN,GUAYNABO,GUAYNABO,75879,JUAN PONCE DE LEON (ESPECIALIZADA MONTESSORI),329,272,150,55.15%
SAN JUAN,GUAYNABO,GUAYNABO,75887,MARIANO ABRIL INTERMEDIA,130,130,112,86.15%
SAN JUAN,GUAYNABO,GUAYNABO,78253,NUEVA ELEMENTAL URBANA GUAYNABO,658,645,545,84.5%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,60095,EL CONQUISTADOR,288,277,199,71.84%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,60913,PETRA ZENON DE FABERY (SUP. VOC.),495,475,311,65.47%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,61804,INTERMEDIA RAFAEL CORDERO,285,285,243,85.26%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69013,TULIO LARRINAGA,339,328,258,78.66%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69021,FAIR VIEW,342,328,278,84.76%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69039,ANDRES VALCARCEL,319,319,264,82.76%
SAN JUAN,GUAYNABO,TRUJILLO ALTO,69047,MEDARDO CARAZO,607,582,458,78.69%
